date,hour,smp_krw_per_kwh
2024-03-30,11,154.22
2024-03-30,12,122.0
2024-03-30,13,122.0
2024-03-30,14,122.0
2024-03-30,15,122.0
2024-03-30,16,100.55
2024-03-30,17,102.33
2024-03-30,18,119.45
2024-03-30,19,142.5
2024-03-30,20,148.37
2024-03-30,21,148.38
2024-03-30,22,148.38
2024-03-30,23,148.34
2024-03-30,24,154.26
2024-03-31,1,125.81
2024-03-31,2,125.9
2024-03-31,3,115.4
2024-03-31,4,108.24
2024-03-31,5,118.72
2024-03-31,6,125.9
2024-03-31,7,153.36
2024-03-31,8,141.4
2024-03-31,9,95.87
2024-03-31,10,95.89
2024-03-31,11,105.33
2024-03-31,12,95.87
2024-03-31,13,91.56
2024-03-31,14,91.52
2024-03-31,15,100.21
2024-03-31,16,95.09
2024-03-31,17,95.87
2024-03-31,18,123.56
2024-03-31,19,142.6
2024-03-31,20,127.81
2024-03-31,21,127.81
2024-03-31,22,153.41
2024-03-31,23,127.0
2024-03-31,24,141.9
2024-04-01,1,116.23
2024-04-01,2,95.81
2024-04-01,3,85.94
2024-04-01,4,83.92
2024-04-01,5,85.94
2024-04-01,6,95.81
2024-04-01,7,103.74
2024-04-01,8,116.28
2024-04-01,9,151.81
2024-04-01,10,147.06
2024-04-01,11,117.4
2024-04-01,12,107.12
2024-04-01,13,95.77
2024-04-01,14,96.89
2024-04-01,15,105.79
2024-04-01,16,110.39
2024-04-01,17,120.06
2024-04-01,18,120.06
2024-04-01,19,138.71
2024-04-01,20,141.78
2024-04-01,21,146.34
2024-04-01,22,146.34
2024-04-01,23,146.34
2024-04-01,24,146.14
2024-04-02,1,115.99
2024-04-02,2,111.98
2024-04-02,3,105.97
2024-04-02,4,102.71
2024-04-02,5,105.65
2024-04-02,6,111.98
2024-04-02,7,142.02
2024-04-02,8,156.19
2024-04-02,9,149.36
2024-04-02,10,156.47
2024-04-02,11,137.05
2024-04-02,12,114.55
2024-04-02,13,112.27
2024-04-02,14,114.46
2024-04-02,15,130.61
2024-04-02,16,140.62
2024-04-02,17,141.61
2024-04-02,18,144.54
2024-04-02,19,147.63
2024-04-02,20,147.14
2024-04-02,21,147.18
2024-04-02,22,145.8
2024-04-02,23,145.89
2024-04-02,24,141.96
2024-04-03,1,110.63
2024-04-03,2,146.19
2024-04-03,3,112.36
2024-04-03,4,112.47
2024-04-03,5,112.47
2024-04-03,6,112.47
2024-04-03,7,115.06
2024-04-03,8,140.28
2024-04-03,9,142.51
2024-04-03,10,162.45
2024-04-03,11,163.37
2024-04-03,12,150.25
2024-04-03,13,143.89
2024-04-03,14,149.38
2024-04-03,15,149.38
2024-04-03,16,158.57
2024-04-03,17,146.34
2024-04-03,18,146.33
2024-04-03,19,146.34
2024-04-03,20,146.33
2024-04-03,21,143.99
2024-04-03,22,143.67
2024-04-03,23,142.3
2024-04-03,24,141.59
2024-04-04,1,129.76
2024-04-04,2,129.76
2024-04-04,3,106.84
2024-04-04,4,103.82
2024-04-04,5,111.32
2024-04-04,6,129.76
2024-04-04,7,129.76
2024-04-04,8,146.37
2024-04-04,9,148.26
2024-04-04,10,162.45
2024-04-04,11,150.27
2024-04-04,12,150.27
2024-04-04,13,145.28
2024-04-04,14,150.24
2024-04-04,15,150.26
2024-04-04,16,162.45
2024-04-04,17,141.62
2024-04-04,18,145.33
2024-04-04,19,145.37
2024-04-04,20,162.45
2024-04-04,21,145.24
2024-04-04,22,143.27
2024-04-04,23,143.28
2024-04-04,24,143.21
2024-04-05,1,129.76
2024-04-05,2,129.76
2024-04-05,3,103.65
2024-04-05,4,95.35
2024-04-05,5,102.33
2024-04-05,6,104.4
2024-04-05,7,129.76
2024-04-05,8,129.76
2024-04-05,9,144.59
2024-04-05,10,154.77
2024-04-05,11,138.52
2024-04-05,12,139.67
2024-04-05,13,139.32
2024-04-05,14,150.26
2024-04-05,15,150.26
2024-04-05,16,139.41
2024-04-05,17,139.2
2024-04-05,18,129.76
2024-04-05,19,142.3
2024-04-05,20,137.93
2024-04-05,21,144.6
2024-04-05,22,144.61
2024-04-05,23,144.42
2024-04-05,24,129.76
2024-04-06,1,117.76
2024-04-06,2,103.22
2024-04-06,3,96.62
2024-04-06,4,96.08
2024-04-06,5,96.28
2024-04-06,6,103.54
2024-04-06,7,103.54
2024-04-06,8,103.54
2024-04-06,9,96.77
2024-04-06,10,102.75
2024-04-06,11,96.9
2024-04-06,12,96.88
2024-04-06,13,96.62
2024-04-06,14,96.44
2024-04-06,15,96.42
2024-04-06,16,96.27
2024-04-06,17,97.0
2024-04-06,18,114.7
2024-04-06,19,101.64
2024-04-06,20,130.71
2024-04-06,21,130.71
2024-04-06,22,130.71
2024-04-06,23,130.71
2024-04-06,24,130.71
2024-04-07,1,102.88
2024-04-07,2,93.12
2024-04-07,3,86.6
2024-04-07,4,86.5
2024-04-07,5,97.67
2024-04-07,6,103.05
2024-04-07,7,103.19
2024-04-07,8,102.56
2024-04-07,9,94.86
2024-04-07,10,95.92
2024-04-07,11,96.53
2024-04-07,12,94.95
2024-04-07,13,93.55
2024-04-07,14,95.36
2024-04-07,15,95.62
2024-04-07,16,96.14
2024-04-07,17,98.07
2024-04-07,18,130.14
2024-04-07,19,130.14
2024-04-07,20,114.48
2024-04-07,21,101.93
2024-04-07,22,102.09
2024-04-07,23,102.09
2024-04-07,24,102.4
2024-04-08,1,99.08
2024-04-08,2,99.08
2024-04-08,3,96.22
2024-04-08,4,86.38
2024-04-08,5,86.38
2024-04-08,6,99.08
2024-04-08,7,113.07
2024-04-08,8,129.76
2024-04-08,9,162.45
2024-04-08,10,151.46
2024-04-08,11,137.43
2024-04-08,12,136.47
2024-04-08,13,135.8
2024-04-08,14,135.82
2024-04-08,15,136.52
2024-04-08,16,136.13
2024-04-08,17,137.13
2024-04-08,18,162.45
2024-04-08,19,137.16
2024-04-08,20,137.16
2024-04-08,21,141.61
2024-04-08,22,132.51
2024-04-08,23,129.76
2024-04-08,24,129.76
2024-04-09,1,101.22
2024-04-09,2,95.68
2024-04-09,3,86.84
2024-04-09,4,86.84
2024-04-09,5,87.05
2024-04-09,6,95.96
2024-04-09,7,126.78
2024-04-09,8,129.76
2024-04-09,9,144.51
2024-04-09,10,144.45
2024-04-09,11,136.64
2024-04-09,12,133.59
2024-04-09,13,113.17
2024-04-09,14,129.76
2024-04-09,15,133.59
2024-04-09,16,133.59
2024-04-09,17,133.59
2024-04-09,18,142.3
2024-04-09,19,137.98
2024-04-09,20,137.98
2024-04-09,21,136.88
2024-04-09,22,131.6
2024-04-09,23,129.76
2024-04-09,24,129.76
2024-04-10,1,117.35
2024-04-10,2,102.4
2024-04-10,3,95.98
2024-04-10,4,95.95
2024-04-10,5,99.16
2024-04-10,6,149.78
2024-04-10,7,149.95
2024-04-10,8,149.88
2024-04-10,9,110.38
2024-04-10,10,137.44
2024-04-10,11,150.28
2024-04-10,12,116.18
2024-04-10,13,116.18
2024-04-10,14,143.15
2024-04-10,15,115.93
2024-04-10,16,137.44
2024-04-10,17,109.98
2024-04-10,18,110.69
2024-04-10,19,147.73
2024-04-10,20,147.74
2024-04-10,21,147.75
2024-04-10,22,147.74
2024-04-10,23,147.77
2024-04-10,24,142.26
2024-04-11,1,102.01
2024-04-11,2,96.31
2024-04-11,3,86.93
2024-04-11,4,85.92
2024-04-11,5,86.93
2024-04-11,6,96.31
2024-04-11,7,102.32
2024-04-11,8,113.53
2024-04-11,9,158.09
2024-04-11,10,164.2
2024-04-11,11,137.28
2024-04-11,12,141.68
2024-04-11,13,117.79
2024-04-11,14,144.41
2024-04-11,15,117.79
2024-04-11,16,143.55
2024-04-11,17,117.79
2024-04-11,18,128.39
2024-04-11,19,141.14
2024-04-11,20,142.3
2024-04-11,21,141.05
2024-04-11,22,114.74
2024-04-11,23,141.61
2024-04-11,24,116.33
2024-04-12,1,101.85
2024-04-12,2,99.08
2024-04-12,3,87.57
2024-04-12,4,87.34
2024-04-12,5,87.57
2024-04-12,6,95.88
2024-04-12,7,102.01
2024-04-12,8,101.85
2024-04-12,9,137.41
2024-04-12,10,148.26
2024-04-12,11,142.3
2024-04-12,12,142.3
2024-04-12,13,119.09
2024-04-12,14,119.09
2024-04-12,15,119.09
2024-04-12,16,119.09
2024-04-12,17,116.23
2024-04-12,18,97.41
2024-04-12,19,98.42
2024-04-12,20,99.08
2024-04-12,21,99.18
2024-04-12,22,99.44
2024-04-12,23,99.29
2024-04-12,24,99.98
2024-04-13,1,100.36
2024-04-13,2,92.86
2024-04-13,3,86.9
2024-04-13,4,86.9
2024-04-13,5,86.9
2024-04-13,6,100.94
2024-04-13,7,101.13
2024-04-13,8,92.86
2024-04-13,9,96.25
2024-04-13,10,98.07
2024-04-13,11,98.09
2024-04-13,12,97.68
2024-04-13,13,96.23
2024-04-13,14,95.49
2024-04-13,15,95.65
2024-04-13,16,96.38
2024-04-13,17,97.68
2024-04-13,18,97.82
2024-04-13,19,98.06
2024-04-13,20,98.32
2024-04-13,21,98.83
2024-04-13,22,99.09
2024-04-13,23,99.6
2024-04-13,24,111.31
2024-04-14,1,99.52
2024-04-14,2,94.96
2024-04-14,3,86.66
2024-04-14,4,86.65
2024-04-14,5,86.68
2024-04-14,6,100.28
2024-04-14,7,99.37
2024-04-14,8,94.77
2024-04-14,9,95.19
2024-04-14,10,98.75
2024-04-14,11,97.48
2024-04-14,12,97.23
2024-04-14,13,94.12
2024-04-14,14,94.57
2024-04-14,15,95.51
2024-04-14,16,118.2
2024-04-14,17,118.2
2024-04-14,18,139.73
2024-04-14,19,119.0
2024-04-14,20,141.75
2024-04-14,21,139.71
2024-04-14,22,119.84
2024-04-14,23,119.08
2024-04-14,24,98.5
2024-04-15,1,98.68
2024-04-15,2,92.47
2024-04-15,3,85.9
2024-04-15,4,85.65
2024-04-15,5,85.9
2024-04-15,6,85.9
2024-04-15,7,92.5
2024-04-15,8,113.47
2024-04-15,9,149.68
2024-04-15,10,188.14
2024-04-15,11,188.25
2024-04-15,12,146.71
2024-04-15,13,137.15
2024-04-15,14,143.08
2024-04-15,15,146.89
2024-04-15,16,146.73
2024-04-15,17,140.0
2024-04-15,18,143.08
2024-04-15,19,144.49
2024-04-15,20,144.49
2024-04-15,21,144.33
2024-04-15,22,144.34
2024-04-15,23,144.34
2024-04-15,24,114.84
2024-04-16,1,115.61
2024-04-16,2,109.93
2024-04-16,3,99.29
2024-04-16,4,95.57
2024-04-16,5,99.29
2024-04-16,6,101.47
2024-04-16,7,115.89
2024-04-16,8,142.93
2024-04-16,9,143.03
2024-04-16,10,191.97
2024-04-16,11,142.99
2024-04-16,12,142.75
2024-04-16,13,137.15
2024-04-16,14,137.15
2024-04-16,15,137.28
2024-04-16,16,141.79
2024-04-16,17,141.55
2024-04-16,18,137.12
2024-04-16,19,138.79
2024-04-16,20,142.3
2024-04-16,21,143.04
2024-04-16,22,143.05
2024-04-16,23,143.06
2024-04-16,24,143.06
2024-04-17,1,116.28
2024-04-17,2,116.28
2024-04-17,3,111.46
2024-04-17,4,103.31
2024-04-17,5,109.1
2024-04-17,6,111.58
2024-04-17,7,111.46
2024-04-17,8,143.54
2024-04-17,9,143.61
2024-04-17,10,144.31
2024-04-17,11,142.71
2024-04-17,12,133.41
2024-04-17,13,114.46
2024-04-17,14,128.88
2024-04-17,15,133.41
2024-04-17,16,133.41
2024-04-17,17,129.77
2024-04-17,18,132.9
2024-04-17,19,139.01
2024-04-17,20,147.28
2024-04-17,21,147.4
2024-04-17,22,145.84
2024-04-17,23,143.61
2024-04-17,24,143.61
2024-04-18,1,116.23
2024-04-18,2,95.91
2024-04-18,3,95.64
2024-04-18,4,95.83
2024-04-18,5,101.22
2024-04-18,6,116.28
2024-04-18,7,116.18
2024-04-18,8,113.47
2024-04-18,9,146.69
2024-04-18,10,135.68
2024-04-18,11,135.68
2024-04-18,12,135.68
2024-04-18,13,113.51
2024-04-18,14,130.0
2024-04-18,15,135.51
2024-04-18,16,135.51
2024-04-18,17,136.29
2024-04-18,18,138.47
2024-04-18,19,140.08
2024-04-18,20,142.61
2024-04-18,21,146.71
2024-04-18,22,140.23
2024-04-18,23,146.61
2024-04-18,24,130.45
2024-04-19,1,116.23
2024-04-19,2,96.19
2024-04-19,3,86.09
2024-04-19,4,85.93
2024-04-19,5,86.09
2024-04-19,6,99.29
2024-04-19,7,101.47
2024-04-19,8,113.62
2024-04-19,9,122.65
2024-04-19,10,113.59
2024-04-19,11,97.3
2024-04-19,12,97.25
2024-04-19,13,96.34
2024-04-19,14,96.88
2024-04-19,15,97.28
2024-04-19,16,102.48
2024-04-19,17,116.93
2024-04-19,18,117.21
2024-04-19,19,120.65
2024-04-19,20,138.57
2024-04-19,21,138.54
2024-04-19,22,138.48
2024-04-19,23,117.84
2024-04-19,24,117.02
2024-04-20,1,120.95
2024-04-20,2,93.46
2024-04-20,3,92.38
2024-04-20,4,92.86
2024-04-20,5,92.86
2024-04-20,6,100.87
2024-04-20,7,100.87
2024-04-20,8,100.87
2024-04-20,9,117.29
2024-04-20,10,119.23
2024-04-20,11,119.18
2024-04-20,12,119.06
2024-04-20,13,118.28
2024-04-20,14,119.06
2024-04-20,15,160.27
2024-04-20,16,159.93
2024-04-20,17,158.39
2024-04-20,18,146.72
2024-04-20,19,146.82
2024-04-20,20,160.27
2024-04-20,21,146.83
2024-04-20,22,146.84
2024-04-20,23,146.82
2024-04-20,24,119.26
2024-04-21,1,100.02
2024-04-21,2,92.55
2024-04-21,3,88.34
2024-04-21,4,83.74
2024-04-21,5,84.51
2024-04-21,6,88.34
2024-04-21,7,92.55
2024-04-21,8,87.32
2024-04-21,9,81.92
2024-04-21,10,85.72
2024-04-21,11,86.13
2024-04-21,12,81.92
2024-04-21,13,81.92
2024-04-21,14,95.39
2024-04-21,15,97.87
2024-04-21,16,96.08
2024-04-21,17,96.08
2024-04-21,18,100.81
2024-04-21,19,121.97
2024-04-21,20,125.6
2024-04-21,21,126.59
2024-04-21,22,125.6
2024-04-21,23,125.6
2024-04-21,24,117.88
2024-04-22,1,96.34
2024-04-22,2,85.66
2024-04-22,3,91.72
2024-04-22,4,91.99
2024-04-22,5,85.66
2024-04-22,6,91.81
2024-04-22,7,115.89
2024-04-22,8,116.25
2024-04-22,9,146.78
2024-04-22,10,145.37
2024-04-22,11,145.25
2024-04-22,12,140.31
2024-04-22,13,97.05
2024-04-22,14,138.58
2024-04-22,15,141.54
2024-04-22,16,142.25
2024-04-22,17,142.31
2024-04-22,18,142.78
2024-04-22,19,151.86
2024-04-22,20,152.41
2024-04-22,21,151.69
2024-04-22,22,142.64
2024-04-22,23,142.67
2024-04-22,24,142.12
2024-04-23,1,159.63
2024-04-23,2,118.33
2024-04-23,3,116.08
2024-04-23,4,113.91
2024-04-23,5,115.28
2024-04-23,6,116.16
2024-04-23,7,141.65
2024-04-23,8,141.81
2024-04-23,9,188.25
2024-04-23,10,142.15
2024-04-23,11,133.68
2024-04-23,12,134.53
2024-04-23,13,129.61
2024-04-23,14,133.68
2024-04-23,15,136.09
2024-04-23,16,141.62
2024-04-23,17,146.73
2024-04-23,18,146.74
2024-04-23,19,157.49
2024-04-23,20,152.77
2024-04-23,21,151.88
2024-04-23,22,146.74
2024-04-23,23,142.27
2024-04-23,24,141.8
2024-04-24,1,116.44
2024-04-24,2,116.08
2024-04-24,3,113.42
2024-04-24,4,113.42
2024-04-24,5,113.42
2024-04-24,6,115.29
2024-04-24,7,139.87
2024-04-24,8,139.98
2024-04-24,9,150.91
2024-04-24,10,150.21
2024-04-24,11,158.95
2024-04-24,12,149.98
2024-04-24,13,135.6
2024-04-24,14,145.79
2024-04-24,15,149.96
2024-04-24,16,135.6
2024-04-24,17,135.6
2024-04-24,18,142.92
2024-04-24,19,145.83
2024-04-24,20,149.7
2024-04-24,21,146.55
2024-04-24,22,145.82
2024-04-24,23,159.03
2024-04-24,24,144.07
2024-04-25,1,141.9
2024-04-25,2,141.9
2024-04-25,3,141.87
2024-04-25,4,116.33
2024-04-25,5,141.88
2024-04-25,6,141.91
2024-04-25,7,151.19
2024-04-25,8,141.91
2024-04-25,9,153.56
2024-04-25,10,142.29
2024-04-25,11,136.22
2024-04-25,12,136.22
2024-04-25,13,114.07
2024-04-25,14,131.71
2024-04-25,15,131.71
2024-04-25,16,131.71
2024-04-25,17,130.07
2024-04-25,18,135.85
2024-04-25,19,141.48
2024-04-25,20,151.39
2024-04-25,21,151.36
2024-04-25,22,142.17
2024-04-25,23,141.9
2024-04-25,24,141.9
2024-04-26,1,155.67
2024-04-26,2,118.84
2024-04-26,3,115.89
2024-04-26,4,113.96
2024-04-26,5,113.96
2024-04-26,6,116.18
2024-04-26,7,142.42
2024-04-26,8,142.4
2024-04-26,9,142.77
2024-04-26,10,143.46
2024-04-26,11,143.02
2024-04-26,12,142.94
2024-04-26,13,135.42
2024-04-26,14,142.58
2024-04-26,15,142.58
2024-04-26,16,136.02
2024-04-26,17,142.45
2024-04-26,18,146.28
2024-04-26,19,147.27
2024-04-26,20,146.94
2024-04-26,21,146.73
2024-04-26,22,145.29
2024-04-26,23,142.91
2024-04-26,24,142.39
2024-04-27,1,145.3
2024-04-27,2,145.16
2024-04-27,3,145.22
2024-04-27,4,116.87
2024-04-27,5,116.87
2024-04-27,6,145.26
2024-04-27,7,160.45
2024-04-27,8,162.15
2024-04-27,9,116.36
2024-04-27,10,114.48
2024-04-27,11,119.99
2024-04-27,12,117.9
2024-04-27,13,151.14
2024-04-27,14,117.78
2024-04-27,15,117.78
2024-04-27,16,117.9
2024-04-27,17,117.96
2024-04-27,18,116.3
2024-04-27,19,162.04
2024-04-27,20,146.58
2024-04-27,21,160.27
2024-04-27,22,146.59
2024-04-27,23,146.53
2024-04-27,24,146.61
2024-04-28,1,99.37
2024-04-28,2,85.8
2024-04-28,3,83.15
2024-04-28,4,83.15
2024-04-28,5,92.55
2024-04-28,6,99.37
2024-04-28,7,103.6
2024-04-28,8,100.07
2024-04-28,9,78.9
2024-04-28,10,94.12
2024-04-28,11,99.93
2024-04-28,12,95.34
2024-04-28,13,94.25
2024-04-28,14,94.06
2024-04-28,15,99.76
2024-04-28,16,100.4
2024-04-28,17,100.69
2024-04-28,18,114.14
2024-04-28,19,114.14
2024-04-28,20,117.74
2024-04-28,21,115.13
2024-04-28,22,103.42
2024-04-28,23,103.63
2024-04-28,24,100.23
2024-04-29,1,97.91
2024-04-29,2,92.37
2024-04-29,3,92.37
2024-04-29,4,92.37
2024-04-29,5,101.4
2024-04-29,6,101.4
2024-04-29,7,101.4
2024-04-29,8,115.35
2024-04-29,9,157.67
2024-04-29,10,151.3
2024-04-29,11,188.25
2024-04-29,12,150.98
2024-04-29,13,148.12
2024-04-29,14,151.1
2024-04-29,15,158.03
2024-04-29,16,162.45
2024-04-29,17,162.45
2024-04-29,18,145.36
2024-04-29,19,147.01
2024-04-29,20,145.36
2024-04-29,21,145.31
2024-04-29,22,162.45
2024-04-29,23,141.46
2024-04-29,24,141.36
2024-04-30,1,129.76
2024-04-30,2,110.09
2024-04-30,3,103.86
2024-04-30,4,103.17
2024-04-30,5,103.86
2024-04-30,6,110.41
2024-04-30,7,129.76
2024-04-30,8,162.45
2024-04-30,9,164.89
2024-04-30,10,143.48
2024-04-30,11,129.76
2024-04-30,12,129.76
2024-04-30,13,102.72
2024-04-30,14,110.95
2024-04-30,15,129.76
2024-04-30,16,130.41
2024-04-30,17,141.0
2024-04-30,18,162.45
2024-04-30,19,162.45
2024-04-30,20,151.26
2024-04-30,21,151.24
2024-04-30,22,143.36
2024-04-30,23,143.14
2024-04-30,24,143.15
2024-05-01,1,141.27
2024-05-01,2,141.27
2024-05-01,3,141.25
2024-05-01,4,112.25
2024-05-01,5,113.6
2024-05-01,6,141.27
2024-05-01,7,141.27
2024-05-01,8,141.17
2024-05-01,9,103.13
2024-05-01,10,103.68
2024-05-01,11,111.57
2024-05-01,12,111.2
2024-05-01,13,103.27
2024-05-01,14,103.52
2024-05-01,15,110.0
2024-05-01,16,109.23
2024-05-01,17,103.24
2024-05-01,18,113.97
2024-05-01,19,134.3
2024-05-01,20,137.18
2024-05-01,21,141.27
2024-05-01,22,141.28
2024-05-01,23,141.29
2024-05-01,24,141.3
2024-05-02,1,137.12
2024-05-02,2,112.5
2024-05-02,3,137.11
2024-05-02,4,103.12
2024-05-02,5,137.03
2024-05-02,6,137.14
2024-05-02,7,137.14
2024-05-02,8,136.97
2024-05-02,9,137.11
2024-05-02,10,140.4
2024-05-02,11,140.4
2024-05-02,12,134.54
2024-05-02,13,130.92
2024-05-02,14,133.55
2024-05-02,15,133.08
2024-05-02,16,129.4
2024-05-02,17,142.87
2024-05-02,18,139.21
2024-05-02,19,144.28
2024-05-02,20,144.28
2024-05-02,21,144.28
2024-05-02,22,144.24
2024-05-02,23,139.62
2024-05-02,24,139.89
2024-05-03,1,137.55
2024-05-03,2,137.57
2024-05-03,3,137.57
2024-05-03,4,123.81
2024-05-03,5,125.86
2024-05-03,6,137.61
2024-05-03,7,137.57
2024-05-03,8,137.46
2024-05-03,9,137.65
2024-05-03,10,138.45
2024-05-03,11,138.5
2024-05-03,12,139.19
2024-05-03,13,132.17
2024-05-03,14,138.48
2024-05-03,15,138.31
2024-05-03,16,138.24
2024-05-03,17,139.15
2024-05-03,18,139.19
2024-05-03,19,139.24
2024-05-03,20,148.73
2024-05-03,21,139.63
2024-05-03,22,142.88
2024-05-03,23,139.47
2024-05-03,24,143.51
2024-05-04,1,139.09
2024-05-04,2,138.94
2024-05-04,3,138.94
2024-05-04,4,138.84
2024-05-04,5,138.95
2024-05-04,6,139.16
2024-05-04,7,139.21
2024-05-04,8,138.9
2024-05-04,9,105.2
2024-05-04,10,124.18
2024-05-04,11,139.21
2024-05-04,12,139.14
2024-05-04,13,192.34
2024-05-04,14,139.18
2024-05-04,15,139.18
2024-05-04,16,145.74
2024-05-04,17,145.59
2024-05-04,18,138.85
2024-05-04,19,138.87
2024-05-04,20,139.16
2024-05-04,21,139.13
2024-05-04,22,138.92
2024-05-04,23,138.92
2024-05-04,24,138.92
2024-05-05,1,114.43
2024-05-05,2,95.32
2024-05-05,3,93.05
2024-05-05,4,91.03
2024-05-05,5,91.15
2024-05-05,6,90.99
2024-05-05,7,91.49
2024-05-05,8,91.16
2024-05-05,9,91.16
2024-05-05,10,91.49
2024-05-05,11,110.03
2024-05-05,12,94.1
2024-05-05,13,104.6
2024-05-05,14,106.12
2024-05-05,15,136.65
2024-05-05,16,133.02
2024-05-05,17,134.94
2024-05-05,18,144.79
2024-05-05,19,144.81
2024-05-05,20,144.86
2024-05-05,21,144.82
2024-05-05,22,144.86
2024-05-05,23,144.79
2024-05-05,24,144.77
2024-05-06,1,108.05
2024-05-06,2,91.51
2024-05-06,3,91.51
2024-05-06,4,91.51
2024-05-06,5,91.51
2024-05-06,6,91.51
2024-05-06,7,92.25
2024-05-06,8,113.52
2024-05-06,9,138.17
2024-05-06,10,139.12
2024-05-06,11,139.83
2024-05-06,12,155.79
2024-05-06,13,139.0
2024-05-06,14,153.96
2024-05-06,15,153.96
2024-05-06,16,154.02
2024-05-06,17,161.22
2024-05-06,18,144.55
2024-05-06,19,144.55
2024-05-06,20,144.55
2024-05-06,21,144.55
2024-05-06,22,141.8
2024-05-06,23,139.12
2024-05-06,24,138.12
2024-05-07,1,112.97
2024-05-07,2,107.48
2024-05-07,3,107.48
2024-05-07,4,107.48
2024-05-07,5,107.48
2024-05-07,6,107.48
2024-05-07,7,113.89
2024-05-07,8,115.27
2024-05-07,9,141.16
2024-05-07,10,153.22
2024-05-07,11,142.44
2024-05-07,12,140.89
2024-05-07,13,133.0
2024-05-07,14,140.89
2024-05-07,15,141.45
2024-05-07,16,142.11
2024-05-07,17,163.28
2024-05-07,18,140.89
2024-05-07,19,140.89
2024-05-07,20,144.08
2024-05-07,21,140.89
2024-05-07,22,138.49
2024-05-07,23,138.49
2024-05-07,24,138.32
2024-05-08,1,133.77
2024-05-08,2,115.54
2024-05-08,3,115.48
2024-05-08,4,115.48
2024-05-08,5,115.48
2024-05-08,6,115.63
2024-05-08,7,136.32
2024-05-08,8,139.32
2024-05-08,9,145.64
2024-05-08,10,145.64
2024-05-08,11,135.29
2024-05-08,12,136.15
2024-05-08,13,136.41
2024-05-08,14,136.16
2024-05-08,15,136.16
2024-05-08,16,138.14
2024-05-08,17,134.97
2024-05-08,18,135.05
2024-05-08,19,139.64
2024-05-08,20,139.68
2024-05-08,21,139.69
2024-05-08,22,139.66
2024-05-08,23,139.66
2024-05-08,24,139.45
2024-05-09,1,126.44
2024-05-09,2,115.86
2024-05-09,3,115.86
2024-05-09,4,95.82
2024-05-09,5,113.76
2024-05-09,6,125.53
2024-05-09,7,129.12
2024-05-09,8,129.52
2024-05-09,9,150.76
2024-05-09,10,156.91
2024-05-09,11,141.06
2024-05-09,12,135.12
2024-05-09,13,113.79
2024-05-09,14,132.29
2024-05-09,15,138.36
2024-05-09,16,134.54
2024-05-09,17,132.82
2024-05-09,18,137.22
2024-05-09,19,137.22
2024-05-09,20,140.89
2024-05-09,21,140.53
2024-05-09,22,140.59
2024-05-09,23,138.1
2024-05-09,24,138.11
2024-05-10,1,115.08
2024-05-10,2,114.95
2024-05-10,3,103.59
2024-05-10,4,103.86
2024-05-10,5,103.59
2024-05-10,6,114.56
2024-05-10,7,115.27
2024-05-10,8,114.99
2024-05-10,9,138.37
2024-05-10,10,138.5
2024-05-10,11,134.09
2024-05-10,12,132.86
2024-05-10,13,132.03
2024-05-10,14,132.53
2024-05-10,15,134.09
2024-05-10,16,133.41
2024-05-10,17,134.95
2024-05-10,18,139.1
2024-05-10,19,134.09
2024-05-10,20,134.09
2024-05-10,21,133.4
2024-05-10,22,138.05
2024-05-10,23,138.07
2024-05-10,24,126.3
2024-05-11,1,115.85
2024-05-11,2,98.58
2024-05-11,3,91.92
2024-05-11,4,90.32
2024-05-11,5,96.22
2024-05-11,6,115.64
2024-05-11,7,140.33
2024-05-11,8,96.22
2024-05-11,9,84.88
2024-05-11,10,92.62
2024-05-11,11,113.42
2024-05-11,12,109.89
2024-05-11,13,146.08
2024-05-11,14,114.57
2024-05-11,15,146.53
2024-05-11,16,115.04
2024-05-11,17,115.23
2024-05-11,18,115.23
2024-05-11,19,140.36
2024-05-11,20,140.54
2024-05-11,21,140.54
2024-05-11,22,140.54
2024-05-11,23,115.89
2024-05-11,24,140.54
2024-05-12,1,95.89
2024-05-12,2,83.24
2024-05-12,3,82.72
2024-05-12,4,82.72
2024-05-12,5,91.71
2024-05-12,6,95.89
2024-05-12,7,100.77
2024-05-12,8,98.28
2024-05-12,9,82.72
2024-05-12,10,91.2
2024-05-12,11,118.07
2024-05-12,12,114.65
2024-05-12,13,112.58
2024-05-12,14,90.95
2024-05-12,15,90.89
2024-05-12,16,90.95
2024-05-12,17,90.57
2024-05-12,18,97.03
2024-05-12,19,98.85
2024-05-12,20,118.95
2024-05-12,21,118.99
2024-05-12,22,110.79
2024-05-12,23,110.79
2024-05-12,24,98.94
2024-05-13,1,97.18
2024-05-13,2,89.24
2024-05-13,3,83.22
2024-05-13,4,82.66
2024-05-13,5,83.22
2024-05-13,6,91.31
2024-05-13,7,104.06
2024-05-13,8,114.26
2024-05-13,9,138.14
2024-05-13,10,138.2
2024-05-13,11,133.51
2024-05-13,12,138.14
2024-05-13,13,133.35
2024-05-13,14,133.51
2024-05-13,15,154.05
2024-05-13,16,133.51
2024-05-13,17,143.5
2024-05-13,18,137.22
2024-05-13,19,141.97
2024-05-13,20,139.24
2024-05-13,21,139.36
2024-05-13,22,139.48
2024-05-13,23,141.97
2024-05-13,24,137.85
2024-05-14,1,115.08
2024-05-14,2,102.53
2024-05-14,3,91.52
2024-05-14,4,91.52
2024-05-14,5,99.62
